song_name,song_popularity,song_duration_ms,artist_name
"Another Brick in the Wall, Pt. 1",63,192145,Unknown Artist (Placeholder)
Roundabout - Remastered Version,64,510573,Unknown Artist (Placeholder)
Ramblin' Man,70,288160,Unknown Artist (Placeholder)
Fire And Rain,72,200579,Unknown Artist (Placeholder)
Baba O'Riley,75,300000,Unknown Artist (Placeholder)
Heart Of Glass - Special Mix,68,275733,Unknown Artist (Placeholder)
My Sharona,74,295400,Unknown Artist (Placeholder)
Bennie And The Jets - Remastered 2014,73,322548,Unknown Artist (Placeholder)
Baby Hold On,57,210826,Unknown Artist (Placeholder)
Runnin' With The Devil - 2015 Remastered Version,69,214960,Unknown Artist (Placeholder)
2112: Overture / The Temples Of Syrinx / Discovery / Presentation / Oracle / Soliloquy / Grand Finale - Medley,53,1233666,Unknown Artist (Placeholder)
All the Young Dudes,65,211066,Unknown Artist (Placeholder)
All Right Now,52,334000,Unknown Artist (Placeholder)
Backstreets,54,390146,Unknown Artist (Placeholder)
Barracuda,72,261933,Unknown Artist (Placeholder)
Ballroom Blitz,59,246573,Unknown Artist (Placeholder)
Black Betty,68,237893,Unknown Artist (Placeholder)
Beast Of Burden - Remastered,73,265173,Unknown Artist (Placeholder)
Band On The Run - Remastered 2010,70,313026,Unknown Artist (Placeholder)
Breakdown,66,163893,Unknown Artist (Placeholder)
Carry on Wayward Son,75,323000,Unknown Artist (Placeholder)
Cat Scratch Fever,63,219400,Unknown Artist (Placeholder)
Bridge Over Troubled Water,69,293120,Unknown Artist (Placeholder)
Caravan,58,300800,Unknown Artist (Placeholder)
Can't Get Enough - Remastered Version,55,254400,Unknown Artist (Placeholder)
Cheap Sunglasses,56,288400,Unknown Artist (Placeholder)
China Grove,67,195306,Unknown Artist (Placeholder)
Foreplay / Long Time,64,467640,Unknown Artist (Placeholder)
Come Sail Away,59,365000,Unknown Artist (Placeholder)
Give A Little Bit,72,248173,Unknown Artist (Placeholder)
Doctor My Eyes,64,199906,Unknown Artist (Placeholder)
Feel Like Makin' Love - 2015 Remastered Version,66,313840,Unknown Artist (Placeholder)
Do You Feel Like We Do,48,836666,Unknown Artist (Placeholder)
L.A. Woman,66,471160,Unknown Artist (Placeholder)
The Lamb Lies Down On Broadway (Platinum Collection Version),39,289373,Unknown Artist (Placeholder)
Knockin' On Heaven's Door - Remastered,72,149880,Unknown Artist (Placeholder)
Deacon Blues,58,456640,Unknown Artist (Placeholder)
Life In The Fast Lane - Remastered,72,286219,Unknown Artist (Placeholder)
Life's Been Good,69,536226,Unknown Artist (Placeholder)
Locomotive Breath,60,266013,Unknown Artist (Placeholder)
Like A Hurricane,47,501213,Unknown Artist (Placeholder)
Livin' Thing,68,212306,Unknown Artist (Placeholder)
Paradise By the Dashboard Light,65,508333,Unknown Artist (Placeholder)
Paradise City,73,406306,Unknown Artist (Placeholder)
Panama - 2015 Remastered Version,73,210226,Unknown Artist (Placeholder)
Rock You Like A Hurricane,66,252493,Unknown Artist (Placeholder)
Dr. Feelgood,68,291306,Unknown Artist (Placeholder)
Pour Some Sugar On Me - Remastered 2017,75,267306,Unknown Artist (Placeholder)
Still of the Night - 2017 Remastered Version,60,399693,Unknown Artist (Placeholder)
Crazy Train - Remastered,75,296200,Unknown Artist (Placeholder)
You Give Love A Bad Name,26,223733,Unknown Artist (Placeholder)
Seventeen,59,245266,Unknown Artist (Placeholder)
Nobody's Fool,16,287400,Unknown Artist (Placeholder)
Rainbow in the Dark,61,256933,Unknown Artist (Placeholder)
Lay It Down,58,205560,Unknown Artist (Placeholder)
Bad Medicine,67,316706,Unknown Artist (Placeholder)
Metal Health (Bang Your Head),63,316866,Unknown Artist (Placeholder)
The Final Countdown,74,310333,Unknown Artist (Placeholder)
Home Sweet Home,66,240933,Unknown Artist (Placeholder)
No One Like You,60,237466,Unknown Artist (Placeholder)
Close My Eyes Forever,60,283133,Unknown Artist (Placeholder)
Welcome To The Jungle,75,273600,Unknown Artist (Placeholder)
Every Rose Has Its Thorn - Remastered 2003,71,260173,Unknown Artist (Placeholder)
Is This Love - 2017 Remastered Version,61,284600,Unknown Artist (Placeholder)
Lick It Up,62,236640,Unknown Artist (Placeholder)
Once Bitten Twice Shy,61,322933,Unknown Artist (Placeholder)
Wanted Dead Or Alive,67,308666,Unknown Artist (Placeholder)
Don't Know What You Got (Till It's Gone),59,354640,Unknown Artist (Placeholder)
You're In Love,55,194106,Unknown Artist (Placeholder)
"Girls, Girls, Girls",69,270426,Unknown Artist (Placeholder)
Here I Go Again 87 - 2007 Remastered Version,15,270160,Unknown Artist (Placeholder)
Livin' On A Prayer,63,250626,Unknown Artist (Placeholder)
Sweet Child O' Mine,77,356400,Unknown Artist (Placeholder)
Cum on Feel the Noize,68,287400,Unknown Artist (Placeholder)
Jump,19,239560,Unknown Artist (Placeholder)
Rock the Night,7,247493,Unknown Artist (Placeholder)
Talk Dirty To Me - 2006 - Remaster,59,224960,Unknown Artist (Placeholder)
Working for the Weekend,15,220706,Unknown Artist (Placeholder)
Holy Diver,61,353786,Unknown Artist (Placeholder)
Kickstart My Heart,57,284026,Unknown Artist (Placeholder)
Round and Round,56,266626,Unknown Artist (Placeholder)
We're Not Gonna Take It,60,219666,Unknown Artist (Placeholder)
Cherry Pie,68,201026,Unknown Artist (Placeholder)
Summertime Girls - Studio Version,51,209066,Unknown Artist (Placeholder)
18 And Life,60,231280,Unknown Artist (Placeholder)
Heaven's On Fire,66,201400,Unknown Artist (Placeholder)
Dude (Looks Like A Lady),69,265773,Unknown Artist (Placeholder)
Gypsy Road,54,235733,Unknown Artist (Placeholder)
Alone Again,60,262200,Unknown Artist (Placeholder)
Poison,60,269600,Unknown Artist (Placeholder)
Addicted To That Rush,4,284973,Unknown Artist (Placeholder)
Inside Out,47,228533,Unknown Artist (Placeholder)
I Wanna Be Somebody,5,223533,Unknown Artist (Placeholder)
Wait,51,295426,Unknown Artist (Placeholder)
Over The Mountain,3,271400,Unknown Artist (Placeholder)
Wild Frontier - Remastered 2002,48,255720,Unknown Artist (Placeholder)
Armed And Ready - 2008 Remastered Version,4,248333,Unknown Artist (Placeholder)
I Surrender,59,241893,Unknown Artist (Placeholder)
Edge Of A Broken Heart,54,265333,Unknown Artist (Placeholder)
I Don't Believe In Love - Remastered 2003,53,263560,Unknown Artist (Placeholder)
I Hate Myself for Loving You,66,246800,Unknown Artist (Placeholder)
Eye of the Tiger,77,245620,Unknown Artist (Placeholder)
Kiss Me Deadly,55,241800,Unknown Artist (Placeholder)
I Remember You,67,313693,Unknown Artist (Placeholder)
Wild Side,61,281960,Unknown Artist (Placeholder)
Heaven,64,236843,Unknown Artist (Placeholder)
Fallen Angel - Remastered,57,238200,Unknown Artist (Placeholder)
Shout At The Devil,63,195853,Unknown Artist (Placeholder)
Runaway,67,230666,Unknown Artist (Placeholder)
Shake Me,54,222466,Unknown Artist (Placeholder)
Modern Day Cowboy,60,318226,Unknown Artist (Placeholder)
Why Can't This Be Love,62,227693,Unknown Artist (Placeholder)
Up All Night,51,226026,Unknown Artist (Placeholder)
High Enough,59,287320,Unknown Artist (Placeholder)
Rock And Roll All Nite,31,168733,Unknown Artist (Placeholder)
Living After Midnight,64,210133,Unknown Artist (Placeholder)
Wild Child,59,312400,Unknown Artist (Placeholder)
Unskinny Bop - 2006 - Remaster,61,228066,Unknown Artist (Placeholder)
Bark at the Moon,65,257120,Unknown Artist (Placeholder)
In My Dreams (Re-Recorded / Remastered),51,273013,Unknown Artist (Placeholder)
Sister Christian,57,302933,Unknown Artist (Placeholder)
Love Song,45,321266,Unknown Artist (Placeholder)
Ain't Talkin' 'Bout Love - 2015 Remastered Version,65,227800,Unknown Artist (Placeholder)
Ace of Spades,74,165906,Unknown Artist (Placeholder)
Don't Close Your Eyes,49,257053,Unknown Artist (Placeholder)
Detroit Rock City,22,215899,Unknown Artist (Placeholder)
Hot For Teacher - 2015 Remastered Version,66,282746,Unknown Artist (Placeholder)
Don't Treat Me Bad,54,235360,Unknown Artist (Placeholder)
Don't Stop Believin',79,250986,Unknown Artist (Placeholder)
House Of Pain,54,346626,Unknown Artist (Placeholder)
Sharp Dressed Man - 2008 Remastered Version,72,258026,Unknown Artist (Placeholder)
Paranoid - Remastered Version,69,168405,Unknown Artist (Placeholder)
You Shook Me All Night Long,77,210173,Unknown Artist (Placeholder)
I Was Made For Lovin' You,36,271240,Unknown Artist (Placeholder)
Breaking The Chains,57,231693,Unknown Artist (Placeholder)
Uncle Tom's Cabin,52,241506,Unknown Artist (Placeholder)
"Mama, I'm Coming Home",68,251866,Unknown Artist (Placeholder)
Just Like Paradise,54,243280,Unknown Artist (Placeholder)
Since You Been Gone,65,197866,Unknown Artist (Placeholder)
Cryin',48,211906,Unknown Artist (Placeholder)
Wind Of Change,37,313226,Unknown Artist (Placeholder)
Every Breath You Take,45,253733,Unknown Artist (Placeholder)
All Out of Love,66,241373,Unknown Artist (Placeholder)
Hard To Say I'm Sorry - 2007 Remastered Version,65,221413,Unknown Artist (Placeholder)
Woman - 2010 - Remaster,69,212933,Unknown Artist (Placeholder)
Foolish Beat,61,262413,Unknown Artist (Placeholder)
Have I Told You Lately,67,260386,Unknown Artist (Placeholder)
Can't Fight This Feeling,73,294773,Unknown Artist (Placeholder)
Every Woman In The World - Digitally Remastered 1999,49,207760,Unknown Artist (Placeholder)
Tonight I Celebrate My Love,65,211400,Unknown Artist (Placeholder)
Endless Love - Endless Love/Soundtrack Version,48,266266,Unknown Artist (Placeholder)
When I See You Smile,67,257440,Unknown Artist (Placeholder)
Drive - Remastered,65,234332,Unknown Artist (Placeholder)
We've Got Tonight,62,234560,Unknown Artist (Placeholder)
Lover's Moon,58,251400,Unknown Artist (Placeholder)
I'll Be Loving You (Forever),64,263933,Unknown Artist (Placeholder)
Arthur's Theme (Best That You Can Do) - Remastered Version,69,234493,Unknown Artist (Placeholder)
Nothing's Gonna Change My Love For You,64,242678,Unknown Artist (Placeholder)
Open Arms,69,202173,Unknown Artist (Placeholder)
The One That You Love,62,259000,Unknown Artist (Placeholder)
True,74,328293,Unknown Artist (Placeholder)
The Flame,64,338800,Unknown Artist (Placeholder)
Nothing's Gonna Stop Us Now,75,270333,Unknown Artist (Placeholder)
"Say You, Say Me",32,241066,Unknown Artist (Placeholder)
Straight From The Heart,55,211933,Unknown Artist (Placeholder)
Take On Me,85,225280,Unknown Artist (Placeholder)
Waiting For A Girl Like You,69,292066,Unknown Artist (Placeholder)
Careless Whisper,13,300093,Unknown Artist (Placeholder)
Woman in Love,67,231840,Unknown Artist (Placeholder)
Do You Remember? - 2016 Remastered,60,275986,Unknown Artist (Placeholder)
Listen To Your Heart,73,328093,Unknown Artist (Placeholder)
Heaven,14,243666,Unknown Artist (Placeholder)
Glory Of Love,72,258120,Unknown Artist (Placeholder)
"Take My Breath Away - Love Theme from ""Top Gun""",72,255733,Unknown Artist (Placeholder)
It Might Be You (Theme From Tootsie),58,256226,Unknown Artist (Placeholder)
The Lady In Red,62,256487,Unknown Artist (Placeholder)
Time After Time,74,243066,Unknown Artist (Placeholder)
Against All Odds (Take A Look At Me Now) - 2016 Remastered,72,206360,Unknown Artist (Placeholder)
Every Time You Go Away,60,324346,Unknown Artist (Placeholder)
I Want To Know What Love Is - Remastered,76,304786,Unknown Artist (Placeholder)
Faithfully,70,267080,Unknown Artist (Placeholder)
Total Eclipse of the Heart,56,418000,Unknown Artist (Placeholder)
With Or Without You - Remastered,35,295520,Unknown Artist (Placeholder)
Alone,73,218733,Unknown Artist (Placeholder)
Right Here Waiting,74,264333,Unknown Artist (Placeholder)
If You Don't Know Me By Now - 2008 Remastered Version,70,204000,Unknown Artist (Placeholder)
Baby Can I Hold You,70,193120,Unknown Artist (Placeholder)
Eternal Flame,63,235666,Unknown Artist (Placeholder)
(I Just) Died In Your Arms,69,280400,Unknown Artist (Placeholder)
How Am I Supposed to Live Without You,70,255666,Unknown Artist (Placeholder)
Jump - 2015 Remastered Version,78,241599,Unknown Artist (Placeholder)
Another One Bites The Dust - Remastered 2011,80,214653,Unknown Artist (Placeholder)
Should I Stay or Should I Go - Remastered,79,188986,Unknown Artist (Placeholder)
Dancing With Myself,66,359733,Unknown Artist (Placeholder)
Every Breath You Take - Remastered 2003,75,253886,Unknown Artist (Placeholder)
Let's Dance - 1999 Remastered Version,71,457133,Unknown Artist (Placeholder)
With Or Without You - Remastered,70,295515,Unknown Artist (Placeholder)
Need You Tonight,65,180517,Unknown Artist (Placeholder)
Any Way You Want It,66,201866,Unknown Artist (Placeholder)
When Doves Cry,70,352906,Unknown Artist (Placeholder)
Born in the U.S.A.,73,278680,Unknown Artist (Placeholder)
Walk This Way,59,310960,Unknown Artist (Placeholder)
I Ran,57,220306,Unknown Artist (Placeholder)
Once In A Lifetime - 2005 Remastered Version,68,259906,Unknown Artist (Placeholder)
Personal Jesus - Original Seven Inch Version,62,224906,Unknown Artist (Placeholder)
Desire,63,179360,Unknown Artist (Placeholder)
How Soon Is Now? - 2011 Remastered Version,68,408173,Unknown Artist (Placeholder)
Just Like Heaven - 2006 Remastered Version,48,212013,Unknown Artist (Placeholder)
Billie Jean,84,293826,Unknown Artist (Placeholder)
Where The Streets Have No Name - Remastered,56,336613,Unknown Artist (Placeholder)
Stand - Remastered,16,192960,Unknown Artist (Placeholder)
Jane Says,66,287000,Unknown Artist (Placeholder)
Hungry Like The Wolf - 2009 Remastered Version,72,220626,Unknown Artist (Placeholder)
The Safety Dance,56,164866,Unknown Artist (Placeholder)
West End Girls - 2001 Remastered Version,58,245360,Unknown Artist (Placeholder)
Eye of the Tiger,55,245533,Unknown Artist (Placeholder)
You Spin Me Round (Like a Record),72,199666,Unknown Artist (Placeholder)
Shout,69,393666,Unknown Artist (Placeholder)
Tainted Love,26,162506,Unknown Artist (Placeholder)
Dr Feelgood,32,282560,Unknown Artist (Placeholder)
Summer Of '69,80,216053,Unknown Artist (Placeholder)
One,69,447440,Unknown Artist (Placeholder)
Money For Nothing,63,506400,Unknown Artist (Placeholder)
Jessie's Girl,9,195933,Unknown Artist (Placeholder)
Come On Eileen,72,287306,Unknown Artist (Placeholder)
Fight For Your Right,68,207400,Unknown Artist (Placeholder)
Love Will Tear Us Apart - 2010 Remastered Version,64,204621,Unknown Artist (Placeholder)
Faith - Remastered,75,193200,Unknown Artist (Placeholder)
Everybody Wants To Rule The World,82,251488,Unknown Artist (Placeholder)
Relax,52,236800,Unknown Artist (Placeholder)
Blue Monday - 2016 Remastered Version,73,450800,Unknown Artist (Placeholder)
Don't You (Forget About Me),73,263040,Unknown Artist (Placeholder)
Don't Stop Believin',76,248906,Unknown Artist (Placeholder)
The Boys Of Summer,75,288733,Unknown Artist (Placeholder)
Addicted To Love,65,363640,Unknown Artist (Placeholder)
I Still Haven't Found What I'm Looking For - Remastered 2007,54,277480,Unknown Artist (Placeholder)
Mountain Song,58,242720,Unknown Artist (Placeholder)
Call Me,64,212226,Unknown Artist (Placeholder)
Walk This Way,66,211026,Unknown Artist (Placeholder)
Run to the Hills - 1998 Remastered Version,70,233960,Unknown Artist (Placeholder)
Real Wild Child (Wild One),34,218400,Unknown Artist (Placeholder)
Rebel Yell,25,288533,Unknown Artist (Placeholder)
Pride (In The Name Of Love),44,227733,Unknown Artist (Placeholder)
She Sells Sanctuary,63,252533,Unknown Artist (Placeholder)
Personal Jesus - Single Version,68,224933,Unknown Artist (Placeholder)
The Killing Moon,66,346280,Unknown Artist (Placeholder)
Don't Change,22,268200,Unknown Artist (Placeholder)
Boys Don't Cry,71,155973,Unknown Artist (Placeholder)
Rock the Casbah - Remastered,72,222426,Unknown Artist (Placeholder)
Debaser,63,173173,Unknown Artist (Placeholder)
Whip It,55,158106,Unknown Artist (Placeholder)
Love Buzz,43,215120,Unknown Artist (Placeholder)
It's The End Of The World As We Know It (And I Feel Fine),47,246973,Unknown Artist (Placeholder)
Teen Age Riot (Album Version),62,417800,Unknown Artist (Placeholder)
Sunday Bloody Sunday - Remastered 2008,57,279440,Unknown Artist (Placeholder)
Video Killed The Radio Star,70,252773,Unknown Artist (Placeholder)
Waiting Room,61,173266,Unknown Artist (Placeholder)
Don't Want To Know If You Are Lonely,54,210866,Unknown Artist (Placeholder)
Epic,69,293653,Unknown Artist (Placeholder)
New Sensation,42,220160,Unknown Artist (Placeholder)
Brass In Pocket - 2006 Remastered Version,62,185960,Unknown Artist (Placeholder)
Pictures Of You - Remastered,48,448306,Unknown Artist (Placeholder)
Africa,86,295893,Unknown Artist (Placeholder)
Sweet Dreams (Are Made of This) - Remastered,83,216933,Unknown Artist (Placeholder)
Don't Stop Believin',58,249653,Unknown Artist (Placeholder)
Every Breath You Take,66,251573,Unknown Artist (Placeholder)
You Make My Dreams,64,190706,Unknown Artist (Placeholder)
I Wanna Dance with Somebody (Who Loves Me),82,291293,Unknown Artist (Placeholder)
"80s Baby - feat. Salt-N-Pepa, Naughty By Nature, Tiffany, Debbie Gibson",52,217043,Unknown Artist (Placeholder)
Careless Whisper,76,300106,Unknown Artist (Placeholder)
I Love Rock 'N Roll,66,175173,Unknown Artist (Placeholder)
Whip It,47,158640,Unknown Artist (Placeholder)
Beat It - Single Version,79,258040,Unknown Artist (Placeholder)
Uptown Girl,69,194866,Unknown Artist (Placeholder)
Footloose,74,226826,Unknown Artist (Placeholder)
